fecha,producto,sucursal,cantidad_vendida,precio_unitario,costo_unitario,venta_total,costo_total,margen,hora,dia,semana
2025-06-04 16:00:00,Choripán Veggie,Oakland,4,23.850910296294913,10.308257311037384,95.40364118517965,41.233029244149535,54.17061194103012,16,2025-06-04,23
2025-06-14 03:00:00,Papas Gauchitas,San Cristóbal,3,27.986446491537635,7.1676671072638305,83.9593394746129,21.50300132179149,62.45633815282142,3,2025-06-14,24
2025-06-01 13:00:00,Papas Gauchitas,Oakland,5,33.72561242937853,14.023892287899496,168.62806214689266,70.11946143949748,98.50860070739517,13,2025-06-01,22
2025-06-11 01:00:00,Papas Gauchitas,Miraflores,1,16.28012693217242,18.064959560537762,16.28012693217242,18.064959560537762,-1.7848326283653435,1,2025-06-11,24
2025-06-12 00:00:00,Papas Gauchitas,Zona 10,5,31.494864746940152,19.449211401543643,157.47432373470076,97.2460570077182,60.228266726982554,0,2025-06-12,24
2025-06-03 04:00:00,Bebida de Tamarindo,Cayalá,2,20.84766220824386,14.35468435797276,41.69532441648772,28.70936871594552,12.985955700542203,4,2025-06-03,23
2025-06-04 19:00:00,Bebida de Tamarindo,Cayalá,4,23.878389090127556,13.687997260618625,95.51355636051022,54.7519890424745,40.76156731803572,19,2025-06-04,23
2025-06-11 23:00:00,Torito con Queso,Zona 10,4,15.43826657550018,8.105733011360135,61.75306630200072,32.42293204544054,29.33013425656018,23,2025-06-11,24
2025-06-02 10:00:00,Choripán Clásico,Zona 10,2,21.02092155668626,14.135346420053796,42.04184311337252,28.270692840107593,13.77115027326493,10,2025-06-02,23
2025-06-09 13:00:00,Papas Gauchitas,Miraflores,3,25.05262485260261,11.93972802655013,75.15787455780783,35.81918407965039,39.33869047815744,13,2025-06-09,24
2025-06-04 08:00:00,Torito con Queso,Oakland,3,16.12352154694878,14.8927586514865,48.37056464084634,44.678275954459494,3.6922886863868456,8,2025-06-04,23
2025-06-03 01:00:00,Choripán Clásico,Cayalá,4,24.8219145876633,12.053442522395107,99.2876583506532,48.21377008958043,51.073888261072774,1,2025-06-03,23
2025-06-01 01:00:00,Choripán Veggie,Miraflores,4,33.54221257716854,10.123888604854768,134.16885030867417,40.49555441941907,93.67329588925509,1,2025-06-01,22
2025-06-03 05:00:00,Bebida de Tamarindo,Oakland,1,17.107864362156104,8.234548577968894,17.107864362156104,8.234548577968894,8.87331578418721,5,2025-06-03,23
2025-06-05 09:00:00,Choripán Clásico,Miraflores,3,30.288814561510087,11.093939779655646,90.86644368453025,33.28181933896694,57.58462434556331,9,2025-06-05,23
2025-06-11 19:00:00,Choripán Veggie,Cayalá,2,23.193421067519854,8.256382845740779,46.38684213503971,16.512765691481558,29.87407644355815,19,2025-06-11,24
2025-06-13 21:00:00,Choripán Clásico,Zona 10,3,28.10347429048676,9.29966036071179,84.31042287146028,27.89898108213537,56.411441789324904,21,2025-06-13,24
2025-06-08 22:00:00,Bebida de Tamarindo,Zona 10,1,20.20473195970459,19.835370061534096,20.20473195970459,19.835370061534096,0.36936189817049225,22,2025-06-08,23
2025-06-10 01:00:00,Bebida de Tamarindo,Oakland,4,18.189845250827165,12.773346239786042,72.75938100330866,51.09338495914417,21.665996044164494,1,2025-06-10,24
2025-06-02 19:00:00,Torito con Queso,San Cristóbal,4,18.20925228542453,13.914332964565215,72.83700914169812,55.65733185826086,17.179677283437258,19,2025-06-02,23
2025-06-07 17:00:00,Papas Gauchitas,Oakland,1,16.40983891286289,18.3570408735838,16.40983891286289,18.3570408735838,-1.947201960720907,17,2025-06-07,23
2025-06-09 09:00:00,Choripán Clásico,San Cristóbal,2,18.71293409802486,19.942395706378942,37.42586819604972,39.884791412757885,-2.4589232167081647,9,2025-06-09,24
2025-06-12 05:00:00,Choripán Clásico,Miraflores,4,28.284387699779366,14.57528784148086,113.13755079911746,58.30115136592344,54.836399433194025,5,2025-06-12,24
2025-06-13 15:00:00,Choripán Veggie,Miraflores,5,32.633812236870156,17.562159673574232,163.16906118435077,87.81079836787116,75.35826281647961,15,2025-06-13,24
2025-06-12 06:00:00,Bebida de Tamarindo,Cayalá,4,31.282513711823235,11.250233316376779,125.13005484729294,45.000933265507115,80.12912158178582,6,2025-06-12,24
2025-06-09 22:00:00,Choripán Clásico,San Cristóbal,5,28.702686197489683,10.974671446814785,143.51343098744843,54.87335723407392,88.64007375337451,22,2025-06-09,24
2025-06-11 11:00:00,Bebida de Tamarindo,Cayalá,1,17.208637268222052,12.235148372929283,17.208637268222052,12.235148372929283,4.973488895292769,11,2025-06-11,24
2025-06-08 21:00:00,Choripán Clásico,Zona 10,1,20.783748925918996,15.74259441475744,20.783748925918996,15.74259441475744,5.041154511161556,21,2025-06-08,23
2025-06-13 07:00:00,Torito con Queso,San Cristóbal,4,21.19613750644938,15.868491960316284,84.78455002579751,63.473967841265136,21.31058218453238,7,2025-06-13,24
2025-06-09 20:00:00,Papas Gauchitas,Oakland,3,19.999138927952423,11.09811265044286,59.99741678385727,33.294337951328586,26.703078832528682,20,2025-06-09,24
2025-06-09 15:00:00,Choripán Clásico,Zona 10,5,25.300113194194463,8.731729013776173,126.50056597097232,43.658645068880865,82.84192090209146,15,2025-06-09,24
2025-06-10 20:00:00,Bebida de Tamarindo,Zona 10,2,25.71107629759345,15.221151334051612,51.4221525951869,30.442302668103224,20.979849927083677,20,2025-06-10,24
2025-06-03 04:00:00,Torito con Queso,Oakland,4,22.137719503422204,8.668236208453939,88.55087801368882,34.672944833815755,53.87793317987306,4,2025-06-03,23
2025-06-12 15:00:00,Choripán Clásico,Zona 10,2,22.07578317472872,14.52040260698129,44.15156634945744,29.04080521396258,15.110761135494858,15,2025-06-12,24
2025-06-10 00:00:00,Choripán Veggie,San Cristóbal,4,31.571111958121627,16.014487664732016,126.2844478324865,64.05795065892806,62.22649717355844,0,2025-06-10,24
2025-06-11 11:00:00,Papas Gauchitas,Cayalá,3,30.785856966393712,16.107949453127873,92.35757089918114,48.32384835938362,44.03372253979752,11,2025-06-11,24
2025-06-08 19:00:00,Choripán Clásico,Zona 10,3,21.155916633614915,16.795137438574756,63.467749900844744,50.38541231572427,13.082337585120477,19,2025-06-08,23
2025-06-02 16:00:00,Torito con Queso,San Cristóbal,3,33.27576887746518,18.34717248035364,99.82730663239555,55.04151744106092,44.78578919133463,16,2025-06-02,23
2025-06-07 12:00:00,Choripán Veggie,Miraflores,3,34.05630034005012,13.49946689554225,102.16890102015037,40.49840068662675,61.67050033352362,12,2025-06-07,23
2025-06-01 14:00:00,Torito con Queso,San Cristóbal,1,21.534850840600818,16.493239463884425,21.534850840600818,16.493239463884425,5.041611376716393,14,2025-06-01,22
2025-06-13 12:00:00,Torito con Queso,Cayalá,1,22.088498975861096,15.049245559755878,22.088498975861096,15.049245559755878,7.039253416105218,12,2025-06-13,24
2025-06-03 16:00:00,Choripán Veggie,San Cristóbal,5,25.112683068439175,9.426319217369873,125.56341534219587,47.13159608684936,78.43181925534651,16,2025-06-03,23
2025-06-14 14:00:00,Torito con Queso,Oakland,2,33.82241625067347,7.333965383302306,67.64483250134694,14.667930766604613,52.97690173474233,14,2025-06-14,24
2025-06-01 08:00:00,Choripán Veggie,Cayalá,4,32.52638866284623,10.69903801380014,130.10555465138492,42.79615205520056,87.30940259618436,8,2025-06-01,22
2025-06-06 08:00:00,Choripán Clásico,Miraflores,4,17.051359251671798,12.759438182389053,68.20543700668719,51.03775272955621,17.16768427713098,8,2025-06-06,23
2025-06-06 15:00:00,Choripán Veggie,Oakland,1,22.854614865428324,15.022377277572533,22.854614865428324,15.022377277572533,7.832237587855792,15,2025-06-06,23
2025-06-03 14:00:00,Choripán Veggie,San Cristóbal,4,26.067423794995435,18.049471296541668,104.26969517998174,72.19788518616667,32.071809993815066,14,2025-06-03,23
2025-06-06 18:00:00,Papas Gauchitas,Cayalá,1,25.0626494510308,9.551194317180153,25.0626494510308,9.551194317180153,15.511455133850648,18,2025-06-06,23
2025-06-04 08:00:00,Choripán Veggie,Miraflores,5,18.877261358737854,8.632147268680203,94.38630679368927,43.16073634340101,51.22557045028826,8,2025-06-04,23
2025-06-07 18:00:00,Choripán Veggie,Oakland,2,32.17633542336309,19.52523931716626,64.35267084672618,39.05047863433252,25.302192212393663,18,2025-06-07,23
2025-06-13 00:00:00,Choripán Clásico,Miraflores,5,28.538815659936745,8.404579271893292,142.69407829968372,42.02289635946646,100.67118194021727,0,2025-06-13,24
2025-06-11 20:00:00,Papas Gauchitas,San Cristóbal,3,31.758167497036073,13.220383911393458,95.27450249110822,39.66115173418038,55.613350756927844,20,2025-06-11,24
2025-06-10 14:00:00,Bebida de Tamarindo,Miraflores,3,32.175285586989446,14.612328474312925,96.52585676096834,43.836985422938774,52.688871338029564,14,2025-06-10,24
2025-06-02 16:00:00,Choripán Clásico,Zona 10,3,29.967117073314796,14.037867471796698,89.90135121994439,42.11360241539009,47.7877488045543,16,2025-06-02,23
2025-06-02 03:00:00,Choripán Clásico,Oakland,5,23.784212024994346,8.118418041428262,118.92106012497173,40.59209020714131,78.32896991783042,3,2025-06-02,23
2025-06-06 14:00:00,Bebida de Tamarindo,Miraflores,4,27.21093510030849,7.741349882047052,108.84374040123396,30.965399528188208,77.87834087304574,14,2025-06-06,23
2025-06-09 08:00:00,Choripán Veggie,San Cristóbal,2,18.207308122394863,8.371284556993464,36.41461624478973,16.742569113986928,19.6720471308028,8,2025-06-09,24
2025-06-14 15:00:00,Torito con Queso,San Cristóbal,3,28.472908349498155,14.612639890343964,85.41872504849447,43.83791967103189,41.580805377462575,15,2025-06-14,24
2025-06-12 03:00:00,Papas Gauchitas,Miraflores,3,18.585065114785614,14.076483539246174,55.75519534435684,42.22945061773852,13.52574472661832,3,2025-06-12,24
2025-06-02 08:00:00,Torito con Queso,San Cristóbal,3,28.878991810203136,10.038630296477676,86.63697543060941,30.115890889433025,56.521084541176386,8,2025-06-02,23
2025-06-02 23:00:00,Bebida de Tamarindo,Cayalá,2,19.591963215079375,15.29106384399269,39.18392643015875,30.58212768798538,8.601798742173369,23,2025-06-02,23
2025-06-03 13:00:00,Choripán Clásico,Cayalá,3,17.3510260030044,17.660877526723443,52.0530780090132,52.98263258017033,-0.9295545711571336,13,2025-06-03,23
2025-06-09 23:00:00,Choripán Clásico,Cayalá,2,18.30568980285915,7.540526478005719,36.6113796057183,15.081052956011439,21.530326649706858,23,2025-06-09,24
2025-06-13 04:00:00,Papas Gauchitas,Zona 10,3,15.039842704381405,13.47568926612455,45.11952811314421,40.427067798373656,4.692460314770557,4,2025-06-13,24
2025-06-05 02:00:00,Choripán Clásico,Miraflores,5,29.374792357070604,15.961035357334973,146.873961785353,79.80517678667486,67.06878499867814,2,2025-06-05,23
2025-06-08 03:00:00,Choripán Clásico,Zona 10,5,29.648020981167583,10.280055051905933,148.2401049058379,51.400275259529664,96.83982964630825,3,2025-06-08,23
2025-06-09 21:00:00,Papas Gauchitas,San Cristóbal,2,25.29866699826519,11.001021768810938,50.59733399653038,22.002043537621876,28.595290458908504,21,2025-06-09,24
2025-06-02 10:00:00,Papas Gauchitas,Zona 10,5,18.227256021107674,14.97729273886199,91.13628010553838,74.88646369430995,16.249816411228423,10,2025-06-02,23
2025-06-10 10:00:00,Bebida de Tamarindo,San Cristóbal,2,16.671086750213796,18.67315881476858,33.34217350042759,37.34631762953716,-4.004144129109569,10,2025-06-10,24
2025-06-05 04:00:00,Choripán Clásico,San Cristóbal,5,15.38257932874574,17.52901746393769,76.9128966437287,87.64508731968846,-10.732190675959757,4,2025-06-05,23
2025-06-06 10:00:00,Choripán Clásico,Oakland,5,18.314963539304415,14.580692848294586,91.57481769652208,72.90346424147293,18.671353455049143,10,2025-06-06,23
2025-06-11 16:00:00,Bebida de Tamarindo,Cayalá,2,32.81711069966293,16.49288233084424,65.63422139932587,32.98576466168848,32.64845673763739,16,2025-06-11,24
2025-06-01 04:00:00,Choripán Veggie,San Cristóbal,4,19.830736834033637,11.742692112701382,79.32294733613455,46.97076845080553,32.35217888532902,4,2025-06-01,22
2025-06-10 01:00:00,Choripán Veggie,Oakland,5,22.085426544344315,15.33255186528385,110.42713272172158,76.66275932641925,33.76437339530233,1,2025-06-10,24
2025-06-11 14:00:00,Choripán Veggie,Cayalá,3,17.106909689626665,13.06036068465824,51.32072906888,39.18108205397472,12.139647014905279,14,2025-06-11,24
2025-06-12 18:00:00,Bebida de Tamarindo,San Cristóbal,4,19.447226094963405,9.469169773948291,77.78890437985362,37.876679095793165,39.912225284060455,18,2025-06-12,24
2025-06-09 14:00:00,Choripán Clásico,San Cristóbal,2,25.384491415604103,16.122597560404344,50.768982831208206,32.24519512080869,18.523787710399517,14,2025-06-09,24
2025-06-01 14:00:00,Bebida de Tamarindo,Zona 10,4,27.15505366191305,14.234040285534686,108.6202146476522,56.936161142138744,51.68405350551346,14,2025-06-01,22
2025-06-02 17:00:00,Bebida de Tamarindo,Zona 10,1,19.90704628332422,11.662080565396689,19.90704628332422,11.662080565396689,8.244965717927531,17,2025-06-02,23
2025-06-08 10:00:00,Choripán Veggie,Cayalá,1,16.154643184502344,18.8474094710222,16.154643184502344,18.8474094710222,-2.6927662865198556,10,2025-06-08,23
2025-06-03 14:00:00,Torito con Queso,San Cristóbal,5,22.82065738254797,7.272143531747533,114.10328691273986,36.36071765873766,77.7425692540022,14,2025-06-03,23
2025-06-10 14:00:00,Choripán Clásico,Miraflores,5,19.68406741852668,11.105050966243448,98.4203370926334,55.52525483121724,42.895082261416164,14,2025-06-10,24
2025-06-11 00:00:00,Choripán Veggie,Zona 10,3,19.39107846459604,7.739458171109405,58.17323539378812,23.218374513328214,34.954860880459904,0,2025-06-11,24
2025-06-03 03:00:00,Torito con Queso,Cayalá,4,34.197256054269104,16.964855110881153,136.78902421707642,67.85942044352461,68.9296037735518,3,2025-06-03,23
2025-06-04 23:00:00,Torito con Queso,San Cristóbal,1,27.32600971851448,16.127396903479305,27.32600971851448,16.127396903479305,11.198612815035176,23,2025-06-04,23
2025-06-10 05:00:00,Papas Gauchitas,San Cristóbal,5,26.137568863441917,11.307578843572122,130.6878443172096,56.53789421786061,74.14995009934898,5,2025-06-10,24
2025-06-10 14:00:00,Choripán Clásico,Miraflores,4,23.315502070466437,15.783617728691949,93.26200828186575,63.134470914767796,30.12753736709795,14,2025-06-10,24
2025-06-10 20:00:00,Torito con Queso,Cayalá,5,23.578886668602884,12.147183940547347,117.89443334301441,60.73591970273674,57.158513640277675,20,2025-06-10,24
2025-06-06 22:00:00,Choripán Veggie,San Cristóbal,5,25.818100076761617,16.831299288491646,129.0905003838081,84.15649644245823,44.93400394134986,22,2025-06-06,23
2025-06-08 02:00:00,Papas Gauchitas,Zona 10,1,28.928596140722146,12.904387615577178,28.928596140722146,12.904387615577178,16.024208525144967,2,2025-06-08,23
2025-06-02 04:00:00,Choripán Clásico,Miraflores,1,29.04292192363659,12.359636461811652,29.04292192363659,12.359636461811652,16.683285461824937,4,2025-06-02,23
2025-06-02 11:00:00,Bebida de Tamarindo,Cayalá,5,18.433878154108992,19.15148890134791,92.16939077054496,95.75744450673955,-3.5880537361945812,11,2025-06-02,23
2025-06-01 12:00:00,Choripán Veggie,Miraflores,2,25.00225504153254,10.261428298579103,50.00451008306508,20.522856597158206,29.48165348590687,12,2025-06-01,22
2025-06-07 15:00:00,Torito con Queso,Zona 10,5,23.23916190068204,8.565815419955351,116.19580950341019,42.829077099776754,73.36673240363343,15,2025-06-07,23
2025-06-14 14:00:00,Torito con Queso,Cayalá,5,32.41053932538769,14.599060472372956,162.05269662693843,72.99530236186479,89.05739426507364,14,2025-06-14,24
2025-06-08 18:00:00,Choripán Veggie,Miraflores,3,27.628378424367526,19.601183559694327,82.88513527310258,58.80355067908298,24.081584594019596,18,2025-06-08,23
2025-06-11 02:00:00,Torito con Queso,Oakland,3,25.650081328319636,11.911909778453428,76.95024398495892,35.73572933536028,41.214514649598634,2,2025-06-11,24
2025-06-04 13:00:00,Papas Gauchitas,Zona 10,3,17.307892843578347,7.80647792717416,51.923678530735046,23.41943378152248,28.504244749212567,13,2025-06-04,23
2025-06-12 19:00:00,Choripán Clásico,Zona 10,2,27.11275778646823,11.410968475024376,54.22551557293646,22.82193695004875,31.403578622887707,19,2025-06-12,24
2025-06-03 17:00:00,Papas Gauchitas,Zona 10,2,17.344078113604667,13.57711150615426,34.68815622720933,27.15422301230852,7.533933214900813,17,2025-06-03,23
2025-06-08 01:00:00,Torito con Queso,Oakland,5,21.74413151131504,9.104999086218779,108.72065755657519,45.5249954310939,63.19566212548129,1,2025-06-08,23
2025-06-02 20:00:00,Bebida de Tamarindo,Oakland,3,17.856839296286637,15.555328834734397,53.57051788885991,46.66598650420319,6.904531384656721,20,2025-06-02,23
2025-06-03 13:00:00,Choripán Clásico,San Cristóbal,2,28.841472940487378,19.970742057132608,57.682945880974756,39.941484114265215,17.74146176670954,13,2025-06-03,23
2025-06-06 13:00:00,Choripán Clásico,Miraflores,1,19.12504227672305,12.87261318775877,19.12504227672305,12.87261318775877,6.252429088964281,13,2025-06-06,23
2025-06-12 19:00:00,Choripán Veggie,San Cristóbal,5,22.83718746376052,11.611471237492765,114.18593731880262,58.057356187463824,56.12858113133879,19,2025-06-12,24
2025-06-02 03:00:00,Choripán Veggie,Miraflores,4,32.91349555237557,12.209154168848066,131.6539822095023,48.836616675392264,82.81736553411002,3,2025-06-02,23
2025-06-05 11:00:00,Bebida de Tamarindo,Oakland,5,19.086327667979404,8.496900319137614,95.43163833989702,42.48450159568807,52.94713674420895,11,2025-06-05,23
2025-06-02 19:00:00,Choripán Clásico,Oakland,4,25.15610127917558,18.482556818540907,100.62440511670232,73.93022727416363,26.694177842538693,19,2025-06-02,23
2025-06-12 21:00:00,Bebida de Tamarindo,San Cristóbal,3,23.38543322332044,12.392733521777576,70.15629966996133,37.17820056533273,32.9780991046286,21,2025-06-12,24
2025-06-14 18:00:00,Choripán Veggie,Cayalá,4,15.362480820914595,12.034567348522938,61.44992328365838,48.13826939409175,13.311653889566628,18,2025-06-14,24
2025-06-06 07:00:00,Choripán Veggie,San Cristóbal,3,30.855162271456255,15.575973548096167,92.56548681436877,46.7279206442885,45.837566170080265,7,2025-06-06,23
2025-06-10 14:00:00,Choripán Clásico,Miraflores,1,16.380918126291995,12.746434472104607,16.380918126291995,12.746434472104607,3.634483654187388,14,2025-06-10,24
2025-06-08 21:00:00,Papas Gauchitas,San Cristóbal,4,24.485100419539073,15.427035094502,97.94040167815629,61.708140378008,36.232261300148295,21,2025-06-08,23
2025-06-10 08:00:00,Torito con Queso,Zona 10,5,26.213565898779,7.798801771700237,131.067829493895,38.99400885850119,92.07382063539382,8,2025-06-10,24
2025-06-12 18:00:00,Choripán Veggie,Miraflores,3,27.568529132291744,17.578403468388956,82.70558739687523,52.73521040516687,29.970376991708363,18,2025-06-12,24
2025-06-06 00:00:00,Choripán Veggie,Miraflores,5,28.772632586157513,19.226551387432234,143.86316293078755,96.13275693716118,47.73040599362638,0,2025-06-06,23
2025-06-05 19:00:00,Papas Gauchitas,Cayalá,2,20.0654476704543,15.433950020072018,40.1308953409086,30.867900040144036,9.262995300764565,19,2025-06-05,23
2025-06-10 16:00:00,Papas Gauchitas,Oakland,3,15.199575533168987,19.40935707516454,45.59872659950696,58.22807122549362,-12.629344625986661,16,2025-06-10,24
2025-06-11 18:00:00,Bebida de Tamarindo,Miraflores,4,29.468873247098237,8.968620086809523,117.87549298839295,35.87448034723809,82.00101264115486,18,2025-06-11,24
2025-06-09 05:00:00,Bebida de Tamarindo,Oakland,3,25.713131986951574,13.206410463244598,77.13939596085473,39.6192313897338,37.52016457112093,5,2025-06-09,24
2025-06-06 16:00:00,Torito con Queso,San Cristóbal,5,31.722354064144977,14.823487541290813,158.61177032072487,74.11743770645407,84.4943326142708,16,2025-06-06,23
2025-06-14 05:00:00,Torito con Queso,Zona 10,1,31.427767258013887,14.562576416475427,31.427767258013887,14.562576416475427,16.86519084153846,5,2025-06-14,24
2025-06-07 20:00:00,Choripán Clásico,Cayalá,3,31.866523355757664,12.219003128157562,95.59957006727299,36.65700938447269,58.942560682800305,20,2025-06-07,23
2025-06-10 08:00:00,Bebida de Tamarindo,Oakland,4,24.701893199590803,11.395097321761398,98.80757279836321,45.58038928704559,53.22718351131762,8,2025-06-10,24
2025-06-13 18:00:00,Choripán Veggie,Miraflores,2,21.672567916737314,8.648712293155445,43.34513583347463,17.29742458631089,26.04771124716374,18,2025-06-13,24
2025-06-10 17:00:00,Bebida de Tamarindo,Oakland,1,30.8311640518274,12.092651857309615,30.8311640518274,12.092651857309615,18.738512194517785,17,2025-06-10,24
